,Product,Reactants
15712,COc1cccc(C2(O)CCCN(C(=O)c3ccccc3Br)C2)c1,COc1cccc(C2(O)CCCNC2)c1.C(=O)(c1ccccc1Br)Cl
15713,CCOC(=O)CCc1cccc(-c2c(CC(=O)Nc3ccc(F)cc3C(F)(F)F)c(=O)oc3cc(Cl)c(C)cc23)c1,CCOC(=O)C=Cc1cccc(-c2c(CC(=O)Nc3ccc(F)cc3C(F)(F)F)c(=O)oc3cc(Cl)c(C)cc23)c1
15714,O=[N+]([O-])c1cccc(CO)c1,O=[N+]([O-])c1cccc(C=O)c1
15715,CC#CC(O)(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1Cl,CC#C[Mg+].C(=O)(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1Cl
15716,CC(C)Oc1nc(C(F)(F)F)ccc1C=CC(=O)NCc1ccc(NS(C)(=O)=O)c(F)c1,CC(C)Oc1nc(C(F)(F)F)ccc1C=CC(=O)O.NCc1ccc(NS(C)(=O)=O)c(F)c1
15717,CCN(CC)CCOc1ccc(C#N)cc1,CCN(CC)CCCl.Oc1ccc(C#N)cc1
15718,C=C(CN(C)C)C(=O)OC,C=C(CBr)C(=O)OC.N(C)C
15719,CCOC(=O)c1cn2cc(COS(C)(=O)=O)ccc2c1-c1ccc(F)cc1,CCOC(=O)c1cn2cc(CO)ccc2c1-c1ccc(F)cc1.S(C)(=O)(=O)Cl
15720,Cn1ccnc1CN(Cc1ccc(S(=O)(=O)NCCCCN)cc1)Cc1ncc[nH]1,Cn1ccnc1CN(Cc1ccc(S(=O)(=O)NCCCCNC(OC(C)(C)C)=O)cc1)Cc1ncc[nH]1
15721,O=C1Nc2c(Cl)cccc2C1=Cc1ccc2cccccc1-2,O=C1Nc2c(Cl)cccc2C1.C(c1ccc2cccccc1-2)=O
15722,CCOC(=O)CC(N)=O,CCOC(=O)CC(=O)OCC.N
15723,N#Cc1ccc(Cn2cncc2CC(=O)NC2CCN(c3cccc4ccc(O)cc34)C2=O)cc1F,N#Cc1ccc(Cn2cncc2CC(=O)[O-])cc1F.NC1CCN(c2cccc3ccc(O)cc23)C1=O
15724,COCCC(C)N(Cc1ccccc1)C(C)c1ccccc1,CI.OCCC(C)N(Cc1ccccc1)C(C)c1ccccc1
15725,COc1cccc(CCN2CCN(c3c(C)c(C)c4c(c3C)C(N3CCCC3)C(C)(C)O4)CC2)c1,COc1cccc(CCOS(C)(=O)=O)c1.N1CCN(c2c(C)c(C)c3c(c2C)C(N2CCCC2)C(C)(C)O3)CC1
15726,CNC(=O)N1CC(c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)CCC1CO,CNC(=O)Cl.N1CC(c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)CCC1CO
15727,COc1cc(C2CCNCC2)ccc1N(C)c1cc2c(cn1)ncn2C,COc1cc(C2CCN(C(OC(C)(C)C)=O)CC2)ccc1N(C)c1cc2c(cn1)ncn2C
15728,NC(=O)Nc1[nH]c(-c2ccc(CO)cc2)cc1C(N)=O,NC(=O)Nc1[nH]c(-c2ccc(C(=O)OCC)cc2)cc1C(N)=O
15729,COc1cccc(CN2CCc3[nH]c(-c4n[nH]c5cc(-c6cc(F)c(O)cc6CC(F)(F)F)ccc45)nc3C2)c1,COc1cccc(C=O)c1.N1CCc2[nH]c(-c3n[nH]c4cc(-c5cc(F)c(O)cc5CC(F)(F)F)ccc34)nc2C1
15730,CC(C)(C)[Si](C)(C)Oc1ccc(N)c(NC(=O)OCC2CCN(c3ccncc3)CC2)c1,CC(C)(C)[Si](C)(C)Oc1ccc(N2C(=O)c3ccccc3C2=O)c(NC(=O)OCC2CCN(c3ccncc3)CC2)c1
15731,O=C(NC1CN2CCC1CC2)c1cc2cccc(-c3cccc(C(=O)N4CC=CC4)c3)c2s1,O=C(NC1CN2CCC1CC2)c1cc2cccc(-c3cccc(C(=O)O)c3)c2s1.N1CC=CC1
15732,C[Si](C)(C)C#Cc1ccc(C=O)cc1,C[Si](C)(C)C#C.c1(I)ccc(C=O)cc1
15733,NCc1ccc(-c2ccc(OC(F)F)cc2)cc1,N#Cc1ccc(-c2ccc(OC(F)F)cc2)cc1
15734,CC(=O)OCC=C(C)CS(=O)(=O)c1ccc(C(F)(F)F)cc1,CC(=O)OCC=C(C)CCl.S(=O)([O-])c1ccc(C(F)(F)F)cc1
15735,CC(=O)N1CCC2(C1)CN(C(=O)C(F)(F)F)c1ccc(S)cc12,CC(=O)N1CCC2(C1)CN(C(=O)C(F)(F)F)c1ccc(S(=O)(=O)Cl)cc12
15736,CC1(C)CC2(N=C(N)OCC2(F)F)c2cc(NC(=O)c3ccc(Cl)cn3)ccc2O1,CC1(C)CC2(N=C(N)OCC2(F)F)c2cc(N)ccc2O1.C(=O)(c1ccc(Cl)cn1)O
15737,Cn1cc(C#Cc2ccc(NC(=O)C3COCCN3C(=O)C(NC(=O)N3CCOCC3)c3ccccc3)cc2)c(-c2cc(Cl)ccc2O)n1,Cn1cc(C#Cc2ccc(NC(=O)C3COCCN3C(=O)C(N)c3ccccc3)cc2)c(-c2cc(Cl)ccc2O)n1.C(=O)(N1CCOCC1)Cl
15738,COc1cc(CN(C)C(=O)C(Cc2ccccc2)N(CCNC(CC(=O)O)Cc2c[nH]c3ccccc23)C(=O)OC(C)(C)C)cc(OC)c1OC,COc1cc(CN(C)C(=O)C(Cc2ccccc2)N(CC=O)C(=O)OC(C)(C)C)cc(OC)c1OC.NC(CC(=O)O)Cc1c[nH]c2ccccc12
15739,COc1ccc(CC(=O)c2c(O)cc(OC)cc2OC)c(OC)c1,COc1ccc(CC(=O)c2c(OC)cc(OC)cc2OC)c(OC)c1
15740,O=C(NCCOc1ccc(CC(Oc2ccccc2)C(=O)O)cc1)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,O=C(NCCOc1ccc(CC(Oc2ccccc2)C(=O)OCC)cc1)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1
15741,COC(=O)C(Cc1ccc(-c2c(C)cc(C(F)(F)F)n(C)c2=O)cc1)NC(=O)OC(C)(C)C,COC(=O)C(Cc1ccc(I)cc1)NC(=O)OC(C)(C)C.c1(I)c(C)cc(C(F)(F)F)n(C)c1=O
15742,Fc1cc(N2CCN(CCCC3CCCCC3)CC2)ccc1OCc1ccccc1,Fc1cc(N2CCNCC2)ccc1OCc1ccccc1.C(CCC1CCCCC1)OS(C)(=O)=O
15743,Cn1c(CN2CCN(C(C)(C)C)CC2)nc2c(N3CCOCC3)nc(-c3ccnc4ccccc34)nc21,Cn1c(CN2CCN(C(C)(C)C)CC2)nc2c(N3CCOCC3)nc(Cl)nc12.c1(B2OC(C)(C)C(C)(C)O2)ccnc2ccccc12
15744,CCOC(=O)c1c(C(F)(F)F)nc(C(F)F)c(S(=O)c2ccccc2)c1CC,CCOC(=O)c1c(C(F)(F)F)nc(C(F)F)c(Sc2ccccc2)c1CC.OOC(=O)c1cccc(Cl)c1
15745,COc1ccc(OC)c(CN2Cc3cc(OC)c(OCc4ccccc4)cc3CC2C)c1,COc1ccc(OC)c(CCl)c1.N1Cc2cc(OC)c(OCc3ccccc3)cc2CC1C
15746,CC(C)Oc1ncc(-c2nc(-c3ccc4c(CCC(=O)O)c[nH]c4c3)no2)cc1C(F)(F)F,CC(C)Oc1ncc(-c2nc(-c3ccc4c(CCC(=O)OCC)c[nH]c4c3)no2)cc1C(F)(F)F
15747,CN(C)Cc1cccc(C#N)c1,CNC.C(c1cccc(C#N)c1)=O
15748,C#CC(C)N(Cc1cccc(-c2nccs2)c1)C(=O)Nc1ccc(OC(F)(F)F)cc1,C#CC(C)NCc1cccc(-c2nccs2)c1.C(=O)=Nc1ccc(OC(F)(F)F)cc1
15749,CCOC(=O)CN1CCN(c2nc(C)c(C(=O)OCC)s2)C1=O,CCOC(=O)CBr.N1CCN(c2nc(C)c(C(=O)OCC)s2)C1=O
15750,NCc1cccc2ccc(Cl)cc12,N(Cc1cccc2ccc(Cl)cc12)=[N+]=[N-]
15751,CCCn1nc2c(N)nc3ccccc3c2c1NCCC1CCN(C(C)=O)CC1,CCCn1nc2c(N)nc3ccccc3c2c1NCCC1CCNCC1.C(C)(=O)Cl
15752,CC1(C)C=C(c2ccccc2)C(=O)C1,CC1(C)C=C(I)C(=O)C1.c1(B(O)O)ccccc1
15753,COc1c(NC(=O)c2cc3cccc(NC(=O)c4ccc(S(=O)(=O)N5CCN(C(=O)OC(C)(C)C)CC5)cc4)c3s2)cc(C(C)(C)C)cc1NS(C)(=O)=O,COc1c(NC(=O)c2cc3cccc(N)c3s2)cc(C(C)(C)C)cc1NS(C)(=O)=O.C(=O)(c1ccc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2)cc1)O
15754,CNC(=O)c1nc(C(F)(F)F)n2c1CN(C(=O)c1cccc(Cc3n[nH]c(=O)c4ccccc34)c1)CC2,CNC(=O)c1nc(C(F)(F)F)n2c1CNCC2.C(=O)(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)O
15755,COc1ccc(C2=NN(C3CCN(C(=O)CCl)CC3)C(=O)C2(C)C)c2c1OC1(CCCC1)C2,COc1ccc(C2=NN(C3CCNCC3)C(=O)C2(C)C)c2c1OC1(CCCC1)C2.C(=O)(CCl)OC(=O)CCl
15756,C#CC(O)C(F)=CCC,C#C.C(=O)C(F)=CCC
15757,COc1cc(-c2cn(C3CCC(=O)CC3)c3ncnc(N)c23)ccc1N,COc1cc(-c2cn(C3CCC4(OCCO4)CC3)c3ncnc(N)c23)ccc1N
15758,CC(C)(C)OC(=O)N1CCCC(COc2cccc(Br)c2)C1,CC(C)(C)OC(=O)N1CCCC(CO)C1.Oc1cccc(Br)c1
15759,CCCCCCc1cccc(-c2nc(-c3ccncc3)c(C(=O)N3CCC(N4CCCC4)CC3)n2C)c1,CCCCCCc1cccc(-c2nc(I)c(C(=O)N3CCC(N4CCCC4)CC3)n2C)c1.c1(B(O)O)ccncc1
15760,CCc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cc3c(c2n1Cc1ccccc1)CCC3,CCc1c(C(=O)C(N)=O)c2c(OCC(=O)OC)cc3c(c2n1Cc1ccccc1)CCC3
15761,CCCC(CS(=O)(=O)NC(C)(C)C)OC(=O)c1ccccc1,CCCC(CS(=O)(=O)NC(C)(C)C)O.OC(=O)c1ccccc1
15762,CCOc1nc(N2CCNCC2)nc2c1[nH]c1c(Br)cccc12,CCOc1nc(Cl)nc2c1[nH]c1c(Br)cccc21.N1CCNCC1
15763,C#Cc1cccc(CNc2cc(-c3nnn[nH]3)ccc2F)c1,C#Cc1cccc(C=O)c1.Nc1cc(-c2nnn[nH]2)ccc1F
15764,O=C1OCc2c1cnc1ccccc21,O=C1OCc2c1c(Cl)nc1ccccc21
15765,O=C(O)CCCCCNC(=O)C(F)(F)F,O=C(O)CCCCCN.C(=O)(C(F)(F)F)OCC
15766,CCOC(=O)c1c(N2CCN(C(=O)c3ccco3)CC2)c2sccc2n(Cc2cccc(F)c2)c1=O,CCOC(=O)c1c(N2CCN(C(=O)c3ccco3)CC2)c2sccc2[nH]c1=O.C(c1cccc(F)c1)Br
15767,O=c1cc(OCc2ccc(Cl)cn2)ccn1-c1ccc2c3c(sc2c1)CNCC3,O=c1cc(OCc2ccc(Cl)cn2)ccn1-c1ccc2c3c(sc2c1)CN(C(OC(C)(C)C)=O)CC3
15768,Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Cc1ccc(C(=O)NC(C)C)cc1,Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Cc1ccc(C(=O)O)cc1.NC(C)C
15769,O=C(O)c1cc(C2CC2)c(OC2CCCN(CC3(C(F)(F)F)CCCC3)C2)cc1F,O=C(OC)c1cc(C2CC2)c(OC2CCCN(CC3(C(F)(F)F)CCCC3)C2)cc1F
15770,COc1ccc(C2OCC(=O)NC2C)cc1,COc1ccc(C(O)C(NC(CCl)=O)C)cc1
15771,CC(C)(C)C(NS(C)(=O)=O)C(=O)O,CC(C)(C)C(N)C(=O)O.S(C)(=O)(=O)Cl
15772,CC1CC(=C2C(=O)OC(C)(C)OC2=O)CCN1C(=O)OC(C)(C)C,CC1CC(=O)CCN1C(=O)OC(C)(C)C.C1C(=O)OC(C)(C)OC1=O
15773,COc1cc(S(=O)(=O)NC(CO)C(C(F)(F)F)C(F)(F)F)ccc1Cl,COc1cc(S(=O)(=O)Cl)ccc1Cl.NC(CO)C(C(F)(F)F)C(F)(F)F
15774,COC(=O)c1sc(-n2cnc3ccncc32)cc1OCc1ccc(F)cc1C(F)(F)F,COC(=O)c1sc(-n2cnc3ccncc23)cc1O.C(c1ccc(F)cc1C(F)(F)F)Br
15775,CC#CCOc1ccc(S(=O)(=O)N2CCN(C(=O)N3CCOCC3)CC2C(=O)OCC)cc1,CC#CCOc1ccc(S(=O)(=O)Cl)cc1.N1CCN(C(=O)N2CCOCC2)CC1C(=O)OCC
15776,CC(C)(C)OC(=O)N1CCc2cc(N3CCCCC3=O)ccc21,CC(C)(C)OC(=O)N1CCc2cc(N)ccc21.C(CCCC(=O)Cl)Br
15777,O=C(Nc1cnc(Br)c(-c2ccc[n+]([O-])c2)n1)C1CC1,O=C(Nc1cnc(Br)c(-c2cccnc2)n1)C1CC1.OOC(=O)c1cccc(Cl)c1
15778,COC(=O)c1ccnc(Cc2ccc(F)cc2F)c1,COC(=O)c1ccnc(Cl)c1.C(c1ccc(F)cc1F)[Zn+]
15779,CN(C)S(=O)(=O)Oc1ccccc1S(N)(=O)=O,CN(C)S(=O)(=O)Cl.Oc1ccccc1S(N)(=O)=O
15780,CNC(=O)c1c(-c2ccc(Br)cc2)oc2ccc(O)c(F)c12,CN.C(=O)(c1c(-c2ccc(Br)cc2)oc2ccc(O)c(F)c12)O
15781,N#Cc1ccc(NC2CCC(O)CC2)cc1C(F)(F)F,N#Cc1ccc(F)cc1C(F)(F)F.NC1CCC(O)CC1
15782,Cc1cc(C#N)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2C(C)C)c1,Cc1cc(C#N)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)[nH]2)c1.C(C)(C)I
15783,CC(=O)OCC=Cc1cnc(-c2ccccc2)nc1Nc1cc(C2CC2)[nH]n1,CC(=O)OCC=Cc1cnc(-c2ccccc2)nc1Nc1cc(C2CC2)n(C(C)=O)n1
15784,N#Cc1cc(-c2nc(-c3ccc4c(c3)CCNCC4)no2)ccc1N1CC(F)C1,N#Cc1cc(-c2nc(-c3ccc4c(c3)CCN(C(OC(C)(C)C)=O)CC4)no2)ccc1N1CC(F)C1
15785,C=CC(=O)NCCCCCC(=O)NC(Cc1ccccc1)C(=O)O,C=CC(=O)NCCCCCC(=O)NC(Cc1ccccc1)C(=O)OCC
15786,O=C(NC1CCN(CCn2c(=O)ccc3c(F)cc(F)cc32)CC1)C1COc2ccccc2O1,O=C(C1COc2ccccc2O1)O.NC1CCN(CCn2c(=O)ccc3c(F)cc(F)cc23)CC1
15787,COC(=O)COc1c(C)cc(C)cc1-c1cccs1,COC(=O)CBr.Oc1c(C)cc(C)cc1-c1cccs1
15788,COc1ccccc1CN1CCN(C)C(C(c2ccccc2)c2ccccc2)C1,COc1ccccc1C=O.N1CCN(C)C(C(c2ccccc2)c2ccccc2)C1
15789,O=C(O)C(Cc1cccc(C(F)(F)F)c1)c1ccc(C(F)(F)F)cc1,O=C(O)C(=Cc1cccc(C(F)(F)F)c1)c1ccc(C(F)(F)F)cc1
15790,CCCCCOc1cc(C(=O)N2CCOCC2)ccc1OC,CCCCCOc1cc(C(=O)O)ccc1OC.N1CCOCC1
15791,Cc1cnc(Cn2cc(C(=O)NC3CCCCC3O)c3nccc(Cl)c32)s1,Cc1cnc(CBr)s1.[nH]1cc(C(=O)NC2CCCCC2O)c2nccc(Cl)c12
15792,Fc1ccc(-c2cccc3c(Nc4cccc(-n5ccnc5)c4)nccc23)cc1,Fc1ccc(-c2cccc3c(Cl)nccc23)cc1.Nc1cccc(-n2ccnc2)c1
15793,O=C(CCCCBr)Nc1ccnc2cc(C(F)(F)F)ccc12,O=C(CCCCBr)Cl.Nc1ccnc2cc(C(F)(F)F)ccc12
15794,CC1(S(=O)(=O)c2cccc(C(F)(F)F)c2)CCC(NCc2ccccc2)CC1,CC1(S(=O)(=O)c2cccc(C(F)(F)F)c2)CCC(=O)CC1.NCc1ccccc1
15795,CCOC(=O)CCCCCOc1ccc2ccccc2c1C=O,CCOC(=O)CCCCCBr.Oc1ccc2ccccc2c1C=O
15796,CCN(Cc1ccc2ccccc2c1)C(=O)c1ccc(-c2cc(-c3nnc(C)o3)ccc2C)cc1,CCI.N(Cc1ccc2ccccc2c1)C(=O)c1ccc(-c2cc(-c3nnc(C)o3)ccc2C)cc1
15797,Cc1onc(-c2ccccc2)c1COc1ccc(C(=O)NC2(C)CC2)cn1,Cc1onc(-c2ccccc2)c1COc1ccc(C(=O)O)cn1.NC1(C)CC1
15798,CC(C)(C)OC(=O)N1CCN(c2cc(NS(=O)(=O)c3ccccc3Cl)cc3ccoc23)CC1,CC(C)(C)OC(=O)N1CCN(c2cc(N)cc3ccoc23)CC1.S(=O)(=O)(c1ccccc1Cl)Cl
15799,CCOC(=O)c1ncc(Cc2ccc(F)cc2)cc1NCCN1C(=O)c2ccccc2C1=O,CCOC(=O)c1ncc(Cc2ccc(F)cc2)cc1N.C(CN1C(=O)c2ccccc2C1=O)=O
15800,O=C(O)COc1ccc(F)c(NCc2c(F)ccc(-c3cccc(F)c3)c2F)c1F,O=C(OCC)COc1ccc(F)c(NCc2c(F)ccc(-c3cccc(F)c3)c2F)c1F
15801,CCOC(=O)c1ccc(NC(=O)c2cc(Cl)ccc2OC)cc1OCC,CCOC(=O)c1ccc(N)cc1OCC.C(=O)(c1cc(Cl)ccc1OC)Cl
15802,COC(=O)CCc1cc(Cl)ccc1C(=O)OC,COC(=O)C=Cc1cc(Cl)ccc1C(=O)OC
15803,CCOC(=O)c1cccnc1-c1cc(OC)c(OC)c(OC)c1,CCOC(=O)c1cccnc1Cl.c1(B(O)O)cc(OC)c(OC)c(OC)c1
15804,COc1cc(N)cnc1Cl,COc1cc([N+](=O)[O-])cnc1Cl
15805,CS(=O)(=O)c1cc(N2CCCS2(=O)=O)ccc1C(=O)N1CCC(C(=O)c2ccc(Cl)cc2)CC1,CS(=O)(=O)c1cc(N2CCCS2(=O)=O)ccc1C(=O)O.N1CCC(C(=O)c2ccc(Cl)cc2)CC1
15806,COc1ccc(OCCOS(C)(=O)=O)c(CNc2cc(F)ccc2Oc2ccccc2)c1,COc1ccc(OCCOS(C)(=O)=O)c(C=O)c1.Nc1cc(F)ccc1Oc1ccccc1
15807,Fc1ccc(-c2ccc3c(c2)C2(CCCCC2)C(=NOCc2ccccc2)N3)cc1,Fc1ccc(B(O)O)cc1.c1(Br)ccc2c(c1)C1(CCCCC1)C(=NOCc1ccccc1)N2
15808,Cc1cc(-n2ccnc2)ccc1N,Cc1cc(-n2ccnc2)ccc1[N+](=O)[O-]
15809,O=C(c1ccco1)N1CCNCC1,O=C(c1ccco1)Cl.N1CCNCC1
15810,CCOC(=O)c1ccccc1-c1ccc(Cl)c(C(=O)NCC2(O)CCCCCC2)c1,CCOC(=O)c1ccccc1B1OC(C)(C)C(C)(C)O1.c1(I)ccc(Cl)c(C(=O)NCC2(O)CCCCCC2)c1
15811,CCN1CCC(COc2n[nH]c3nccc(Oc4ccc(Nc5ncccc5C(=O)Nc5ccc(F)cc5)cc4F)c23)CC1,CCN1CCC(COc2nn(Cc3ccc(OC)cc3)c3nccc(Oc4ccc(Nc5ncccc5C(=O)Nc5ccc(F)cc5)cc4F)c23)CC1
15812,O=C(CCC1CCCC1)N1C(=O)OCC1Cc1ccccc1,O=C(CCC1CCCC1)Cl.N1C(=O)OCC1Cc1ccccc1
15813,Cn1cc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)c(C(=O)N2CCC2)n1,Cn1cc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)c(C(=O)OC)n1.N1CCC1
15814,COC(=O)C(O)c1ccc(-c2cnc(N3CCOCC3)c3nc(CCc4ccc5ccccc5n4)cn23)cc1,COC(=O)C(O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1.c1(Br)cnc(N2CCOCC2)c2nc(CCc3ccc4ccccc4n3)cn12
15815,CS(=O)(=O)c1cc(Cn2c(-c3ccccc3)nc(Cl)c2C=O)ccc1Br,CS(=O)(=O)c1cc(CBr)ccc1Br.[nH]1c(-c2ccccc2)nc(Cl)c1C=O
15816,CCn1c(=O)oc2cc(N3CC(C(N)=O)OC3=O)cc(F)c21,CCn1c(=O)oc2cc(N3CC(C(=O)OC)OC3=O)cc(F)c12.N
15817,c1ccc(CC2CC(NCc3ccnc4ccccc34)CCN2CC(c2ccccc2)c2ccccc2)cc1,c1ccc(CC2CC(N(Cc3ccnc4ccccc34)C(=O)C(F)(F)F)CCN2CC(c2ccccc2)c2ccccc2)cc1
15818,COc1c(C(C)=O)cc(Cl)c(C)c1-c1ccc(C(=O)N2CC(C#N)C2)c(F)c1,COc1c(C(C)=O)cc(Cl)c(C)c1-c1ccc(C(=O)O)c(F)c1.N1CC(C#N)C1
15819,COC(=O)c1cc(-c2ccc(OC(F)(F)F)cc2)ccc1N,COC(=O)c1cc(Br)ccc1N.c1(B(O)O)ccc(OC(F)(F)F)cc1
15820,Cc1onc(-c2ccc(F)cc2F)c1-c1ccc2nnc(C(C)C)n2n1,Cc1onc(-c2ccc(F)cc2F)c1I.c1(I)ccc2nnc(C(C)C)n2n1
15821,COCCCc1ccccc1-c1cc(C(F)(F)F)c(CO)cn1,COCCCc1ccccc1-c1cc(C(F)(F)F)c(C(=O)OC)cn1
15822,CCOC(=O)Cn1c2c(c3cc(Cl)c(Cl)cc31)CCN(C(=O)OC(C)(C)C)CC2,CCOC(=O)CBr.[nH]1c2c(c3cc(Cl)c(Cl)cc13)CCN(C(=O)OC(C)(C)C)CC2
15823,CC(C)(C)N1C(=O)C=C(c2cccc(N)c2)S1(=O)=O,CC(C)(C)N1C(=O)C=C(c2cccc(NC(OC(C)(C)C)=O)c2)S1(=O)=O
15824,Cc1c(Br)ccc(C#CCO)c1Cl,Cc1c(Br)ccc(I)c1Cl.C#CCO
15825,Cn1cc(C(=O)O)c(I)n1,Cn1cc(C(=O)OCC)c(I)n1
15826,OCc1cnc(Cl)c(OCc2ccccc2)c1,O=C(c1cnc(Cl)c(OCc2ccccc2)c1)OC
15827,O=S(=O)(c1ccccc1F)C1CCNCC1,O=S(=O)(c1ccccc1F)C1CCN(C(OC(C)(C)C)=O)CC1
15828,NC(=O)CSC1NC(=O)C1NC(c1ccccc1)(c1ccccc1)c1ccccc1,N.C(=O)(CSC1NC(=O)C1NC(c1ccccc1)(c1ccccc1)c1ccccc1)OC
15829,O=C1C(=Nc2cccc(C(F)(F)F)c2)c2ccccc2N1c1ccc(OCCCBr)cc1,O=C1C(=Nc2cccc(C(F)(F)F)c2)c2ccccc2N1c1ccc(O)cc1.C(CCBr)Br
15830,O=C(C=Cc1ccccc1SC1CCCCC1)NC1CCCCC1O,O=C(CP(OCC)(=O)OCC)NC1CCCCC1O.C(c1ccccc1SC1CCCCC1)=O
15831,CC(C)NC(=O)N1CCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2CC1,CC(C)NC(=O)N1CCc2ccc(S(=O)(=O)N)cc2CC1.C(=O)=NC1CCCCC1
15832,CCNC(=O)Oc1cnn(C(C)(C)C)c1,CCNC(=O)F.Oc1cnn(C(C)(C)C)c1
15833,O=C(O)c1cc2cc([N+](=O)[O-])ccc2s1,O=C(OCC)c1cc2cc([N+](=O)[O-])ccc2s1
15834,CC(C)C1CCc2ncnc(N3CC4(CCN(Cc5ccccc5)CC4)c4c(CN)cccc43)c21,CC(C)C1CCc2ncnc(N3CC4(CCN(Cc5ccccc5)CC4)c4c(CNC(OC(C)(C)C)=O)cccc43)c21
15835,COC(C#N)CC1CCc2sc3ncnc(OC4CCC(N(C)C(=O)OC(C)(C)C)CC4)c3c21,COC(C#N)CC1CCc2sc3ncnc(OC4CCC(NC)CC4)c3c21.C(=O)(OC(C)(C)C)OC(OC(C)(C)C)=O
15836,COc1cc(N)c2nc(NC(C)=O)ccc2c1,COc1cc([N+](=O)[O-])c2nc(NC(C)=O)ccc2c1
15837,CCCN(CCC)C1CCc2cccc(CNC=O)c2C1,CCCN(CCC)C1CCc2cccc(CN)c2C1.C(=O)O
15838,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccccc3F)C2)nc1OC,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)O)C2)nc1OC.NS(=O)(=O)Cc1ccccc1F
15839,Nc1c(F)c(F)c(Cl)c(F)c1C(=O)O,[N+](c1c(F)c(F)c(Cl)c(F)c1C(=O)O)(=O)[O-]
15840,CCC(=O)Nc1c(C(=O)c2cc(Cl)ccc2[N+](=O)[O-])[nH]c2cc(Cl)ccc12,CCC(=O)Cl.Nc1c(C(=O)c2cc(Cl)ccc2[N+](=O)[O-])[nH]c2cc(Cl)ccc12
15841,Cc1cc(Br)ccc1C1(O)CCC(C(=O)NC2CCC(O)CC2)CC1,Cc1cc(Br)ccc1C1(O)CCC(C(=O)O)CC1.NC1CCC(O)CC1
15842,CC1CN(C)CCN1c1ccncc1N,CC1CN(C)CCN1c1ccncc1[N+](=O)[O-]
15843,O=CCCCOCc1ccccc1,OCCCCOCc1ccccc1
15844,CCOC(=O)C1CCN(c2nccs2)CC1,CCOC(=O)C1CCNCC1.c1(Br)nccs1
15845,COc1cc2ncc(C(N)=O)c(NC3CCc4ccccc43)c2cc1OC,COc1cc2ncc(C(N)=O)c(Cl)c2cc1OC.NC1CCc2ccccc21
15846,COc1ccc(Br)cc1S(=O)(=O)N1CCC(N2CCC(C)CC2)CC1,COc1ccc(Br)cc1S(=O)(=O)Cl.N1CCC(N2CCC(C)CC2)CC1
15847,O=[N+]([O-])c1ncc(Cl)cc1OCC1CCCC1,O=[N+]([O-])c1ncc(Cl)cc1O.C(C1CCCC1)O
15848,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)C3CCN(Cc4ccccc4)CC3)CC2)cc(C(F)(F)F)n1,CC(C)(C)c1nc(N2CCN(CCCCN)CC2)cc(C(F)(F)F)n1.C(=O)(C1CCN(Cc2ccccc2)CC1)O
15849,CCOP(=O)(CN(Cc1ccccc1)Cc1cc([N+](=O)[O-])cc2nc(OC)c(OC)nc12)OCC,CCOP(=O)(CNCc1ccccc1)OCC.C(c1cc([N+](=O)[O-])cc2nc(OC)c(OC)nc12)Br
15850,O=C(NC12CC3CC(CC(C#Cc4cnccn4)(C3)C1)C2)c1ccccn1,O=C(c1ccccn1)O.NC12CC3CC(CC(C#Cc4cnccn4)(C3)C1)C2
15851,COc1ccc(OC)c(Sc2nc3c(N)ncnc3n2CCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,COc1ccc(OC)c(Sc2nc3c(N)ncnc3[nH]2)c1.C(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Br
15852,Nc1c(Cl)cc(CC(OC(=O)N2CCC(N3CCc4ccccc4NC3=O)CC2)C(=O)N2CCC(N3CCCC3C(=O)OCCN3CCOCC3)CC2)cc1C(F)(F)F,Nc1c(Cl)cc(CC(OC(=O)N2CCC(N3CCc4ccccc4NC3=O)CC2)C(=O)N2CCC(N3CCCC3C(=O)O)CC2)cc1C(F)(F)F.C(CN1CCOCC1)O
